Dag,Week,grootte in cm,gewicht in gr,Baby Size Comparison,Partner Observation,Papa's Life Lesson,Meer informatie,Leuke dingen per dag,Image Idea,Citation
93,14,7.39,41.64,Een handvat van een schroevendraaier,"Ze heeft vandaag last van 'bandenpijn'. Een scherpe, stekende pijn aan de zijkant van haar buik.","Stel haar gerust. Het is geen wee, het is het oprekken van de spieren en banden die de baarmoeder op zijn plek houden.","Bandenpijn is een veelvoorkomende, pijnlijke maar onschuldige kwaal. Het gebeurt als de baarmoeder groeit.",De 'ophanging' van de baarmoeder wordt flink opgerekt. Zie het als de schokdempers die moeten wennen aan een zwaardere lading.,Een baarmoeder die wordt opgehangen aan twee elastieken die op spanning staan.,https://deverloskundige.nl/zwangerschap/subtekstpagina/99/bandenpijn/
94,14,7.61,44.71,Een handvat van een schroevendraaier,"Ze heeft vandaag een 'linea nigra' ontdekt. Een donkere, verticale streep over haar buik.","Zeg: 'Cool, een ingebouwde race-streep.' Maak er iets positiefs van.",De linea nigra wordt veroorzaakt door zwangerschapshormonen die de pigmentproductie stimuleren. De streep verdwijnt vanzelf weer na de bevalling.,Haar buik heeft nu een 'finishlijn'. De baby weet precies waar hij naartoe moet.,"Een buik met een donkere streep, als een landingsbaan voor een vliegtuig.",https://www.oudersvannu.nl/zwanger/zwangerschapskwalen/linea-nigra-zwangerschapsstreep/
95,14,7.84,47.79,Een handvat van een schroevendraaier,Ze begint zich zorgen te maken over haar gewichtstoename. Ze staat elke dag op de weegschaal.,"Verstop de weegschaal. Zeg: 'Je bouwt een mens, geen vet. Je bent prachtig.'","Gewichtstoename is een noodzakelijk en gezond onderdeel van de zwangerschap. De focus moet liggen op gezond eten, niet op de kilo's.","Ze bouwt niet alleen een baby, maar ook een placenta, extra bloed, vruchtwater... Het is een compleet bouwpakket.",Een weegschaal die wordt weggegooid in een prullenbak.,https://www.voedingscentrum.nl/nl/zwanger-en-kind/zwanger/gewichtstoename-tijdens-de-zwangerschap.aspx
96,14,8.06,50.86,Een handvat van een schroevendraaier,Ze heeft vandaag een 'zwangerschapsbrein'-moment en gooit haar autosleutels in de koelkast.,Lach er samen om. En maak een vaste plek voor de sleutels. Een haakje bij de deur. Jij bent de proces-optimalisator.,Vergeetachtigheid en verstrooidheid zijn normaal. Haar hersenen zijn gefocust op belangrijkere dingen.,"Haar interne 'besturingssysteem' is aan het updaten. Sommige basisfuncties, zoals 'onthouden waar de sleutels zijn', werken tijdelijk niet.",Een brein dat vol zit met watten.,https://www.oudersvannu.nl/zwanger/zwangerschapskwalen/zwangerschapsdementie/
97,14,8.28,53.93,Een handvat van een schroevendraaier,"Ze heeft vandaag een 'ik-wil-alles-regelen'-dag. De kinderopvang, de kraamzorg, het geboortekaartje.","Help haar. Verdeel de taken. Jij belt de kinderopvang, zij zoekt naar geboortekaartjes. Teamwork.",Het tweede trimester is de perfecte tijd om de praktische zaken te regelen. De energie is er en de deadline is nog ver weg.,Jullie zijn de productiemanagers van 'Project Baby'. Vandaag is een dag van logistiek en planning.,Twee blikjes bier die een checklist afvinken.,https://www.oudersvannu.nl/zwanger/checklist-zwangerschap-wat-moet-je-regelen/
98,14,8.5,57.0,Een handvat van een schroevendraaier,"Ze voelt zich vandaag onoverwinnelijk. Ze wil een berg beklimmen. Of in ieder geval de trap, zonder te hijgen.","Moedig haar aan, maar temper haar. 'Laten we beginnen met een lange wandeling, Everest kan volgend jaar wel.'",De energie van het tweede trimester kan haar het gevoel geven dat ze alles aankan. Het is belangrijk om naar haar lichaam te blijven luisteren.,"Ze voelt zich Popeye na een blik spinazie. Jij bent Olijfje die zegt: 'Pas je wel op, Popeye?'",Een zwangere vrouw die haar spierballen toont.,https://www.24baby.nl/zwanger/sporten/sporten-tijdens-zwangerschap/
99,15,8.72,60.07,Een boks-scheenbeschermer,Vandaag kijkt ze in de spiegel en ziet ze dat haar taille officieel verdwenen is. Het is een bitterzoet afscheid.,"Neem een 'voor'-foto van haar. Niet van haar buik, maar van haar. Zodat ze later kan zien hoe prachtig ze was, ook al voelde ze zich een vormeloze massa.","De baby kan nu licht en donker onderscheiden, ook al zijn de oogleden nog gesloten. Het skelet wordt steeds harder.",De kleine is nu een soort levende lichtmeter. En zijn botten zijn aan het veranderen van rubber naar beton.,"Een appel met een fronsend gezichtje, die zijn ogen dichtknijpt tegen een felle lamp.",https://www.24baby.nl/zwanger/zwangerschap-van-week-tot-week/15-weken-zwanger/
100,15,8.94,63.14,Een boks-scheenbeschermer,"Ze heeft vandaag een bloedneus. Zomaar, uit het niets.",Geen paniek. Het is (waarschijnlijk) normaal. Geef haar een tissue en zeg dat het erbij hoort. Je bent de kalmte in de storm.,Door de toegenomen bloedhoeveelheid en hormonen kunnen de kleine bloedvaatjes in haar neus makkelijker knappen.,Haar interne leidingensysteem staat onder hoge druk. Soms springt er een klein ventieltje.,Een appel met een druppeltje bloed uit zijn 'neus'.,https://deverloskundige.nl/zwangerschap/subtekstpagina/100/bloedneus/
101,15,9.16,66.21,Een boks-scheenbeschermer,Ze voelt zich vandaag onzeker over haar rol als moeder. 'Kan ik dit wel?',"Zeg: 'Het feit dat je je dat afvraagt, bewijst dat je een goede moeder wordt. En je doet het niet alleen.'",Twijfels over het moederschap zijn volkomen normaal. Het is een enorme verantwoordelijkheid. Praten helpt.,Ze heeft de sollicitatie voor 'Manager for Life' aangenomen en krijgt nu lichte paniek over de functieomschrijving.,Een appel die met grote ogen naar een handleiding met 'Hoe word ik een moeder' kijkt.,https://www.oudersvannu.nl/zwanger/psyche/onzeker-tijdens-zwangerschap/
102,15,9.39,69.29,Een boks-scheenbeschermer,"Ze heeft vandaag 'ronde bandenpijn', een stekende pijn als ze een plotselinge beweging maakt.","Herinner haar eraan om rustig op te staan en te bewegen. Geen abrupte draaien. Ze is geen sportauto meer, maar een degelijke stationwagen.","De banden die haar baarmoeder dragen, rekken op. Een plotselinge beweging kan een scherpe, maar onschuldige pijn veroorzaken.","De elastieken waar de baby in hangt, staan strak gespannen. Een onverwachte ruk en je voelt het.","Een appel die in een hangmat van elastiek ligt, die plotseling wordt opgerekt.",https://deverloskundige.nl/zwangerschap/subtekstpagina/99/bandenpijn/
103,15,9.61,72.36,Een boks-scheenbeschermer,"Vandaag is ze aan het dagdromen over de baby. Hoe hij eruit zal zien, hoe hij zal zijn.",Droom met haar mee. 'Ik hoop dat hij jouw lach krijgt. En mijn talent voor op de bank liggen.',Dagdromen is een manier om een band te vormen met de ongeboren baby. Het helpt bij het mentale voorbereidingsproces.,Ze is het script aan het schrijven voor een film die ze nog nooit heeft gezien. Jij mag meeschrijven aan de dialogen.,Een appel die op een wolk zit en naar een baby-vormige wolk kijkt.,https://www.babycenter.nl/a25012301/een-band-opbouwen-met-je-ongeboren-baby
104,15,9.83,75.43,Een boks-scheenbeschermer,"Ze heeft vandaag een 'ik-moet-nu-iets-ongezonds-eten'-aanval. Een zak chips, een reep chocola, een hele pizza.",Wees de enabler. Ga naar de supermarkt en haal het. Vandaag is geen dag voor gezondheidsprincipes.,Soms zijn cravings onweerstaanbaar. Eén keer toegeven is geen ramp. Morgen weer een gezonde dag.,De kleine dictator in haar buik eist junkfood. Weigeren kan leiden tot een staatsgreep.,Een appel die boos met zijn vuist op tafel slaat en wijst naar een zak chips.,https://www.oudersvannu.nl/zwanger/voeding/eetbuien-tijdens-je-zwangerschap/
105,15,10.05,78.5,Een boks-scheenbeschermer,Het weekend is in zicht. Ze heeft energie en wil iets ondernemen.,"Plan een dubbel-date met vrienden. Een etentje, een spelletjesavond. Nu kan het nog makkelijk.",Sociale contacten onderhouden is belangrijk. In het tweede trimester is de energie er vaak om dit soort dingen te doen.,Tijd om de 'sociale batterij' op te laden voor de komende periode van huisarrest.,Twee appels die proosten met twee andere appels.,https://www.oudersvannu.nl/zwanger/vrije-tijd/leuke-dingen-doen-tijdens-je-zwangerschap/
106,16,10.27,81.57,Een hamerkop,Vandaag is de dag. Ze voelt misschien voor het eerst een 'plopje' of 'fladdertje'. De eerste beweging.,"Wees stil en leg je hand op haar buik. De kans dat je het voelt is klein, maar de kans dat je het moment deelt is 100%.","Rond week 16 kunnen sommige vrouwen, vooral bij een tweede zwangerschap, de eerste bewegingen voelen. Dit heet 'quickening'.",De baby heeft voor het eerst tegen de binnenmuur getikt. 'Hallo? Is daar iemand?',Een avocado die zachtjes van binnenuit wordt aangetikt.,https://www.24baby.nl/zwanger/zwangerschap-van-week-tot-week/16-weken-zwanger/
107,16,10.49,84.64,Een hamerkop,"Ze twijfelt of het de baby was, of gewoon haar darmen. 'Het voelde als een windje, maar dan anders.'",Zeg: 'Het was 100% de baby. Ons kind is nu al hallo aan het zeggen.' Geef haar de bevestiging.,De eerste bewegingen zijn zo subtiel dat ze makkelijk te verwarren zijn met darmrommelingen.,De baby en de darmen communiceren nu op dezelfde frequentie. Het is aan haar om het verschil te leren horen.,Een baby en een darm die ruzie maken over wie het geluid maakte.,https://deverloskundige.nl/zwangerschap/subtekstpagina/95/je-baby-voelen-bewegen/
108,16,10.71,87.71,Een hamerkop,Ze heeft vandaag last van haar rug. Een zeurende pijn in haar onderrug.,Een warm bad of een warme kruik kan wonderen doen. En een massage van jou is nog beter.,Het extra gewicht van de buik en de veranderende houding kunnen rugpijn veroorzaken.,Haar zwaartepunt is aan het verschuiven. Haar ruggengraat protesteert tegen deze nieuwe realiteit.,Een avocado die probeert een zware rugzak (de baarmoeder) recht te houden.,https://www.thuisarts.nl/zwanger/ik-ben-zwanger-en-heb-pijn-in-mijn-rug-en-bekken
109,16,10.94,90.79,Een hamerkop,"Ze heeft vandaag een 'glow up'. Haar haar is voller, haar nagels zijn sterker.","Merk het op. 'Wow, je haar zit echt goed vandaag.' Kleine complimentjes, groot effect.","Zwangerschapshormonen kunnen ervoor zorgen dat je minder haar verliest, waardoor het voller lijkt. Ook nagels kunnen harder worden.",De hormonen geven haar een natuurlijke 'beauty boost'. Profiteer ervan.,"Een avocado met een glanzende, volle bos haar.",https://www.24baby.nl/zwanger/mode-beauty/haar-en-nagels-tijdens-zwangerschap/
110,16,11.16,93.86,Een hamerkop,Ze begint zich zorgen te maken over de 20-wekenecho. 'Wat als er iets niet goed is?',"Zeg: 'We gaan er vanuit dat alles goed is. En als dat niet zo is, dan dealen we daar samen mee.' Het 'samen'-gedeelte is de sleutel.",De 20-wekenecho is een gedetailleerd medisch onderzoek. Het is normaal om hier zenuwachtig voor te zijn.,Dit is de 'grote inspectie'. Alle onderdelen worden gecontroleerd. Logisch dat de fabrikanten (jullie) zenuwachtig zijn.,Een avocado die met een vergrootglas wordt onderzocht.,https://deverloskundige.nl/zwangerschap/subtekstpagina/25/de-20-weken-echo/
111,16,11.38,96.93,Een hamerkop,"Ze heeft vandaag last van kramp in haar kuiten, vooral 's nachts.",Help haar de kramp eruit te rekken. Duw haar tenen zachtjes naar haar toe. Je bent nu ook fysiotherapeut.,"Kuitkrampen komen vaak voor. De oorzaak is niet helemaal duidelijk, maar het kan te maken hebben met de druk op de bloedvaten of een tekort aan mineralen.",Haar benen leiden 's nachts een eigen leven.,Een avocado met een been dat in de knoop zit.,https://www.thuisarts.nl/kuitkrampen/ik-heb-last-van-kuitkrampen
112,16,11.6,100.0,Een hamerkop,Het weekend is er. Ze heeft energie. Tijd om te gaan 'baby-shoppen'.,Stel een budget in voordat je de winkel in gaat. Anders kom je thuis met een designer-romper van 80 euro en geen geld meer voor luiers.,Babywinkels zijn ontworpen om je geld afhandig te maken. Een goede voorbereiding en een lijstje zijn essentieel.,"Jullie zijn als twee vliegen die op een grote, zoete stroopwafel afvliegen. Probeer niet te blijven plakken.",Twee avocado's die met een boodschappenlijstje en een klein budget een enorme babywinkel binnenlopen.,https://www.nibud.nl/onderwerpen/kinderen/wat-kost-een-babyuitzet/
113,17,12.1,107.14,Een maat 42 schoenlepel,Vandaag is ze emotioneel omdat ze een liedje op de radio hoort. Ze besluit dat dit 'het liedje van de baby' is.,Download het liedje. Zet het op een playlist. Dit is het soort sentimentele onzin waar je later heel blij mee zult zijn.,De oren van de baby zijn nu aangesloten op de hersenen. Hij kan jullie stemmen en muziek nu echt horen en herkennen.,De baby heeft zijn eerste favoriete nummer. En hij heeft niet eens Spotify.,Een bierflesje met een koptelefoon op.,https://www.24baby.nl/zwanger/zwangerschap-van-week-tot-week/17-weken-zwanger/
114,17,12.6,114.29,Een maat 42 schoenlepel,Ze heeft vandaag een 'ik-weet-niks-van-baby's'-paniekaanval.,"Koop een goed, nuchter boek over baby's. Geen zweverig gedoe. Iets met duidelijke hoofdstukken en plaatjes. Lees het samen.",Niemand wordt geboren met alle kennis over baby's. Het is een leerproces. Begin rustig aan met de basis.,"Ze moet studeren voor het moeilijkste examen van haar leven, en ze heeft het boek nog niet eens opengeslagen.",Twee bierflesjes die samen een boek 'Baby's voor Dummies' lezen.,https://www.oudersvannu.nl/zwanger/boeken/de-beste-boeken-over-zwangerschap/
115,17,13.1,121.43,Een maat 42 schoenlepel,Haar voeten zijn aan het einde van de dag opgezwollen. Haar schoenen passen niet meer.,Een voetenbadje en een voetmassage. Dat is jouw taak. En zeg dat ze haar benen omhoog moet leggen.,"Vocht vasthouden (oedeem) is een veelvoorkomende kwaal. De groeiende baarmoeder drukt op de bloedvaten, wat de terugstroom van bloed uit de benen bemoeilijkt.",Haar voeten zijn veranderd in twee waterballonnen.,Een bierflesje met twee opgezwollen voeten.,https://deverloskundige.nl/zwangerschap/subtekstpagina/102/vocht-vasthouden/
116,17,13.6,128.57,Een maat 42 schoenlepel,Ze is vandaag onhandiger dan ooit. Ze struikelt over haar eigen voeten.,"Wees haar schaduw. Houd deuren open, maak paden vrij. Je bent nu haar persoonlijke bodyguard.","Haar zwaartepunt verandert continu, wat haar evenwichtsgevoel in de war schopt.",De interne software voor 'balans houden' moet constant geüpdatet worden. Soms loopt de update vast.,Een bierflesje dat struikelt over een drempel.,https://www.babycenter.nl/a549285/zwangerschapsdementie
117,17,14.1,135.71,Een maat 42 schoenlepel,Ze begint zich nu echt 'zwanger' te voelen en te zien. De buik is onmiskenbaar.,Zeg haar elke dag hoe mooi je haar vindt. 'Ik vind je zo prachtig met die buik.',Het moment dat de buik echt 'popt' is een mijlpaal. Het maakt de zwangerschap zichtbaar en concreet voor de buitenwereld.,De 'coming out' van de buik. Hij is niet meer te verstoppen.,Een bierflesje dat trots zijn 'buik' laat zien.,https://www.oudersvannu.nl/zwanger/zwangerschap/17-weken-zwanger/
118,17,14.6,142.86,Een maat 42 schoenlepel,"Ze heeft vandaag 'lekkende borsten'. Een paar druppels colostrum, de eerste moedermelk.","Reageer praktisch. 'Misschien moeten we zoogkompressen halen?' Maak er geen groot, raar ding van.","Haar borsten bereiden zich voor op de borstvoeding. Colostrum is een geelachtige, voedzame vloeistof. Het is heel normaal.",De melkfabriek doet een proef-run. Even testen of de leidingen niet lekken.,Een bierflesje waar een klein druppeltje uit lekt.,https://www.lalecheleague.nl/borstvoeding-abc/artikel/257-colostrum
119,17,15.1,150.0,Een maat 42 schoenlepel,Ze heeft een 'nesteldrang'-aanval en wil dat de babykamer NU geschilderd wordt.,Jij bent de schilder. Maar gebruik wel verf op waterbasis en zorg voor goede ventilatie. Haar gezondheid (en die van de baby) gaat voor.,"Schilderen tijdens de zwangerschap kan, maar vermijd verf op terpentinebasis en zorg altijd voor een goed geventileerde ruimte.",Operatie 'Babykamer' is in de uitvoerende fase beland. Jij bent het grondpersoneel.,"Een man op een ladder die een muur schildert, terwijl een zwangere vrouw met haar armen over elkaar toekijkt.",https://www.oudersvannu.nl/zwanger/gezondheid/verven-tijdens-zwangerschap/
120,18,15.6,157.14,Een cricketbal,"Ze kan de baby nu duidelijker voelen schoppen. En jij misschien ook, als je geluk hebt.",Besteed vanavond 10 minuten aan 'buiktijd'. Handen op de buik en wachten. Het is het meest spannende niks-doen wat er is.,De baby's zenuwstelsel is nu zo ver ontwikkeld dat de spieren gecoördineerde bewegingen kunnen maken. Hij is aan het trainen.,De baby is nu een mini-Bruce Lee. Hij oefent zijn 'one-inch punch' op de baarmoederwand.,Een smartphone die een schop krijgt van een klein voetje van binnenuit.,https://www.24baby.nl/zwanger/zwangerschap-van-week-tot-week/18-weken-zwanger/
121,18,16.1,164.29,Een cricketbal,Ze kan niet slapen. Ze draait van haar linkerzij naar haar rechterzij en weer terug.,"Bouw een 'kussen-fort' om haar heen. Een kussen tussen haar knieën, een in haar rug. Je bent nu een fort-architect.",Een comfortabele slaaphouding vinden wordt steeds moeilijker. Een zwangerschapskussen kan een levensredder zijn.,"Ze is een prinses op de erwt, maar dan met een buik. Elke positie is verkeerd.","Een vrouw die in een fort van kussens ligt, maar nog steeds wakker is.",https://www.oudersvannu.nl/zwanger/zwangerschapskwalen/slecht-slapen-tijdens-zwangerschap/
122,18,16.6,171.43,Een cricketbal,Ze heeft vandaag zin in seks. Of juist totaal niet. Het is alles of niets.,Jouw strategie: wees open en vraag ernaar. En wees voorbereid op 'ja' en 'nee'. Geen van beide is persoonlijk.,Het libido kan in deze fase pieken door de verhoogde bloedtoevoer naar de bekkenzone. Maar vermoeidheid en ongemak kunnen het ook de das omdoen.,De 'lust-meter' slaat vandaag wild uit. Of hij is kapot. Er is geen tussenweg.,"Een schakelaar met 'Aan' en 'Uit', die heen en weer flikkert.",https://www.seksualiteit.nl/onderwerpen/zwangerschap-en-seks/seks-tijdens-de-zwangerschap/
123,18,17.1,178.57,Een cricketbal,Ze begint nu echt een band te voelen met de baby. Ze praat over hem alsof hij er al is.,Stimuleer dit. Vraag: 'Wat denk je dat hij nu aan het doen is?' Neem de baby op in jullie dagelijkse gesprekken.,"De voelbare bewegingen maken de baby veel 'echter', wat de hechting versterkt.",De baby is geüpgraded van een 'abstract concept' naar een 'actief personage' in jullie leven.,"Een smartphone met een tekstballonnetje: 'Ik schop even tegen je blaas, mam!'",https://www.babycenter.nl/a25012301/een-band-opbouwen-met-je-ongeboren-baby
124,18,17.6,185.71,Een cricketbal,Ze heeft last van 'harde buiken'. Haar buik wordt ineens keihard en ontspant dan weer.,Leer het verschil tussen harde buiken (oefenweeën) en echte weeën. Onregelmatig en pijnloos = oefenen. Regelmatig en pijnlijk = actie.,Harde buiken (Braxton-Hicks) zijn een normale voorbereiding van de baarmoeder op de bevalling. Ze worden intenser naarmate de zwangerschap vordert.,Haar baarmoeder is aan het trainen in de sportschool. Een setje gewichtheffen en dan weer rust.,Een baarmoeder die een spierbal maakt.,https://deverloskundige.nl/bevalling/subtekstpagina/41/harde-buiken/
125,18,18.1,192.86,Een cricketbal,Ze is vandaag aan het Googlen naar 'de perfecte babynaam'. Ze heeft een lijst met 50 opties.,"Ga er samen voor zitten. Streep de namen weg die je echt vreselijk vindt. Wees eerlijk, maar tactisch.","Een naam kiezen is een van de eerste, grote gezamenlijke beslissingen. Het kan ook een bron van conflict zijn.",Jullie zijn een commissie die de naam van een nieuw land moet kiezen. Het is een zware verantwoordelijkheid.,"Twee smartphones die een lange lijst met namen bekijken, met veel rode strepen erdoor.",https://www.oudersvannu.nl/zwanger/babynamen/babynaam-kiezen-tips/
126,18,18.6,200.0,Een cricketbal,De 20-wekenecho komt eraan. De zenuwen nemen toe. 'Willen we het geslacht weten?',Bespreek dit van tevoren. Het is een 'ja' of 'nee' van jullie beiden. Er is geen goed of fout antwoord.,"De vraag of je het geslacht wilt weten is een grote. Sommigen willen de verrassing, anderen willen zich voorbereiden.",Dit is de 'bonusvraag' van de 20-wekenecho. Zorg dat jullie als team één antwoord hebben.,Een vraagteken dat langzaam verandert in een jongens- en meisjessymbool.,https://www.oudersvannu.nl/zwanger/onderzoeken/geslachtsbepaling-van-je-baby/
127,19,19.1,207.14,Een softbal,Ze heeft vandaag last van maagzuur na het eten. Het brandt.,"Kleine porties eten, niet te vet of gekruid. En na het eten niet meteen gaan liggen. Jij bent nu ook de dieet-coach.","De groeiende baarmoeder drukt tegen de maag, waardoor maagzuur makkelijker omhoog kan komen.","Haar maag is gekrompen tot het formaat van een walnoot. En alles wat erin komt, wordt met geweld terug naar boven geduwd.",Een mango die een klein vlammetje uitspuugt.,https://www.thuisarts.nl/zwanger/ik-ben-zwanger-en-heb-last-van-maagzuur
128,19,19.6,214.29,Een softbal,Ze is vandaag sentimenteel en kijkt naar babykleertjes. Ze houdt een mini-sokje in haar hand en krijgt tranen in haar ogen.,"Sla een arm om haar heen. 'Het is ook bijna te schattig, hè?' Deel het moment.","De tastbare dingen, zoals kleertjes, maken de komst van de baby heel concreet en kunnen veel emoties oproepen.",Dat kleine sokje is het bewijs dat er straks een klein mensje is dat op jullie rekent. Logisch dat de waterwerken opengaan.,Een mango die een traantje wegpinkt terwijl hij naar een klein sokje kijkt.,https://www.oudersvannu.nl/baby/babykleding/babyuitzet-kleding/
129,19,20.1,221.43,Een softbal,"Ze heeft vandaag een 'ik-voel-me-dik'-dag. Geen zwangerschapsgloed, alleen maar ongemak.","Organiseer een 'wellness-avond'. Een bad, een maskertje, haar favoriete film. Laat haar zich weer even vrouw voelen, niet alleen een broedmachine.",Het is normaal om je niet altijd mooi te voelen tijdens de zwangerschap. Verwennerij en aandacht kunnen helpen.,Ze voelt zich een vrachtschip. Jouw taak is om haar eraan te herinneren dat ze een luxe jacht is.,Een vrouw die in een bubbelbad ligt met komkommers op haar ogen.,https://www.oudersvannu.nl/zwanger/mode-beauty/beauty-tijdens-je-zwangerschap/
130,19,20.6,228.57,Een softbal,Je voelt vandaag voor het eerst een duidelijke schop van buitenaf! Geen twijfel mogelijk.,"Jouw reactie: pure, onvervalste blijdschap. 'Wow! Dat was 'm! Hij is sterk!'",Rond deze tijd worden de bewegingen zo krachtig dat de partner ze ook kan voelen. Dit is een magisch moment voor de binding.,De baby heeft de deur ingetrapt. Hij laat weten dat hij er is. Dit is jullie eerste echte high five.,Een hand op een buik die een 'high five' krijgt van een voetje van binnenuit.,https://deverloskundige.nl/zwangerschap/subtekstpagina/95/je-baby-voelen-bewegen/
131,19,21.1,235.71,Een softbal,Ze is kortademig na het traplopen. 'Alsof ik een marathon heb gelopen.',Neem de zware boodschappentas van haar over. Bied aan om dingen voor haar te pakken. Je bent haar persoonlijke butler.,"De groeiende baarmoeder begint tegen de longen te duwen, waardoor de longcapaciteit iets afneemt.",Haar longen en haar buik vechten om ruimte. De buik wint altijd.,Een mango die hijgend boven aan een trap staat.,https://www.24baby.nl/zwanger/zwangerschapskwalen/kortademigheid-tijdens-zwangerschap/
132,19,21.6,242.86,Een softbal,"Ze heeft een zwangerschapscursus geboekt. Yoga, mindfulness of gewoon 'puffen voor gevorderden'.",Ga mee als het een partnerles is. Ook als je het onzin vindt. Het laat zien dat je betrokken bent. En je leert er misschien nog iets.,"Een zwangerschapscursus kan helpen bij de voorbereiding op de bevalling, zowel fysiek als mentaal.","Jullie gaan samen naar de 'trainingsschool' voor de bevalling. Jij bent de coach, zij de atleet.",Twee mango's die samen op een yogamatje zitten.,https://deverloskundige.nl/bevalling/subtekstpagina/51/je-voorbereiden-op-de-bevalling/
133,19,22.1,250.0,Een softbal,De dag voor de 20-wekenecho. De spanning is te snijden.,Leid haar af. Kijk een comedy. Speel een spelletje. Probeer de avond zo normaal en ontspannen mogelijk te houden.,De zenuwen voor de 20-wekenecho zijn vaak erger dan voor welke andere afspraak dan ook. Afleiding is de beste remedie.,"De avond voor het eindexamen. Jullie hebben goed geleerd, maar de zenuwen blijven.",Twee mango's die zenuwachtig op een klok kijken.,https://www.oudersvannu.nl/zwanger/onderzoeken/20-wekenecho-alles-wat-je-moet-weten/
134,20,22.6,257.14,Een rugbybal (maat 3),"De 20-wekenecho. De grote dag. Je ziet vingers, tenen, een kloppend hartje. En misschien wel het geslacht.",Houd haar hand vast. Stel vragen aan de echoscopist. Toon interesse. Dit is een van de belangrijkste dagen van de zwangerschap.,De 20-wekenecho (of SEO) is een gedetailleerd onderzoek naar de fysieke gezondheid van de baby. Alle organen en ledematen worden bekeken.,Vandaag krijg je een rondleiding door het huis dat je baby aan het bouwen is. Je mag even spieken in alle kamers.,Een banaan die op een echo-scherm ligt en zwaait.,https://deverloskundige.nl/zwangerschap/subtekstpagina/25/de-20-weken-echo/
135,20,23.1,264.29,Een rugbybal (maat 3),De echo was goed. De opluchting is gigantisch. En jullie weten het geslacht (of juist niet).,"Vier het. Bel je ouders, je beste vrienden. Deel het goede nieuws. Vandaag is een feestdag.",Na een goede 20-wekenecho kan een grote last van je schouders vallen. Het geeft vertrouwen voor de tweede helft.,De APK-keuring is geslaagd. De auto is veilig verklaard. Tijd voor een feestje.,Een banaan met een feestmuts op die een 'goedgekeurd'-stempel vasthoudt.,https://www.oudersvannu.nl/zwanger/zwangerschap/20-weken-zwanger/
136,20,23.6,271.43,Een rugbybal (maat 3),"Nu het geslacht bekend is (misschien), wordt alles concreet. De namenlijst wordt korter, de babykamer krijgt kleur.",Doe mee met de voorpret. Geef je mening over de kleur op de muur. Zoek mee naar leuke kleertjes in 'de' kleur.,Het weten van het geslacht maakt de baby voor veel ouders nog 'echter' en helpt bij het concreet maken van de voorbereidingen.,De abstracte 'baby' is nu 'hij' of 'zij'. Het personage krijgt steeds meer vorm.,Een banaan die een blauwe of roze kinderkamer aan het schilderen is.,https://www.oudersvannu.nl/zwanger/babykamer/babykamer-inrichten/
137,20,24.1,278.57,Een rugbybal (maat 3),Ze heeft vandaag een 'ik-ben-al-20-weken-zwanger-en-we-hebben-nog-niks'-paniekaanval.,Maak een lijst. Wat moet er echt gebeuren? Verdeel de taken. Een concreet plan geeft rust.,Halverwege zijn kan ook voelen alsof de tijd dringt. Structuur en planning helpen om het overzicht te bewaren.,"De deadline van het project komt dichterbij en de manager raakt in paniek. Jij bent de assistent die zegt: 'Rustig, we hebben een plan.'","Een banaan die met een lange, chaotische to-do lijst in zijn handen staat.",https://www.oudersvannu.nl/zwanger/checklist-zwangerschap-wat-moet-je-regelen/
138,20,24.6,285.71,Een rugbybal (maat 3),"De baby is super actief vandaag. Je kunt de buik zien bewegen. Het is een alien-film, maar dan echt.","Filmpje maken! Dit is geweldig materiaal voor later. En het is een surrealistisch, magisch gezicht.",De baby heeft nu meer controle over zijn bewegingen en is vaak erg actief. Soms kun je een voetje of een elleboog door de buikwand heen zien drukken.,Er is een feestje in haar buik en jij staat op de gastenlijst.,"Een buik waar een klein voetje tegenaan drukt, zichtbaar van buitenaf.",https://www.youtube.com/watch?v=b4a_aGZp9EY
139,20,25.1,292.86,Een rugbybal (maat 3),Ze voelt zich vandaag op en top zwanger. Trots op haar buik. Ze draagt een strak truitje om het te showen.,"Geef haar een compliment. 'Wow, die buik staat je echt goed.' Ze voelt zich zelfverzekerd, versterk dat gevoel.","Er is vaak een omslagpunt waarop vrouwen hun buik niet meer willen verbergen, maar juist trots willen laten zien.",Ze is de koningin en haar buik is de kroon. En vandaag paradeert ze door het koninkrijk.,Een zwangere vrouw die trots met haar handen op haar buik poseert.,https://www.oudersvannu.nl/zwanger/mode-beauty/zwangerschapskleding-tips/
140,20,25.6,300.0,Een rugbybal (maat 3),Het weekend is hier. Halverwege! Tijd om dit te vieren.,Neem haar mee uit eten naar een restaurant waar je over een paar maanden echt niet meer rustig kunt zitten. Geniet van de volwassen-tijd.,"Een mijlpaal als 20 weken is het waard om te vieren. Het markeert de overgang naar de tweede, vaak rustigere helft van de zwangerschap.",Jullie hebben de top van de berg bereikt. Geniet even van het uitzicht voordat jullie aan de afdaling (de laatste 20 weken) beginnen.,Twee bananen die proosten in een chique restaurant.,https://www.oudersvannu.nl/zwanger/vrije-tijd/uit-eten-tijdens-je-zwangerschap/
